title,overview,genres,emotion,link
Anne of the Thousand Days,"Henry VIII of England discards his wife, Katharine of Aragon, who has failed to produce a male heir, in favor of the young and beautiful Anne Boleyn.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/22522
Enemy at the Gates,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad in WWII.,"['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/853
Cleopatra,"Determined to hold on to the throne, Cleopatra seduces the Roman emperor Julius Caesar. When Caesar is murdered, she redirects her attentions to his general, Marc Antony, who vows to take power—but Caesar’s successor has other plans.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/8095
Barry Lyndon,"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/3175
Memoirs of a Geisha,"In the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/1904
Benedetta,A 17th-century nun becomes entangled in a forbidden lesbian affair with a novice. But it is Benedetta's shocking religious visions that threaten to shake the Church to its core.,"['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/454527
Sita Ramam,"Afreen, a rebellious Pakistani student sets ablaze the car of an Indian in London. Angered Afreen returns to Pakistan to ask for money from her grandfather that she has to pay in a month's time as damages. However, she gets to know that he is no more and the only thing he has left for her is a letter-delivering task, written by Ram to Sita. As Afreen sets out to find Ram, there begins her journey of discovering the secret behind the 20-year-old letter.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/894803
The Servant,"A servant falls in love with a girl whom his master also desires. Although the girl loves the servant, she also longs to improve her station in life.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/50727
The Wind Rises,"A lifelong love of flight inspires Japanese aviation engineer Jiro Horikoshi, whose storied career includes the creation of the A-6M World War II fighter plane.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/149870
Pompeii,"In 79 A.D., Milo, a slave turned gladiator, finds himself in a race against time to save his true love Cassia, the beautiful daughter of a wealthy merchant who has been unwillingly betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts in a torrent of blazing lava, Milo must fight his way out of the arena in order to save his beloved as the once magnificent Pompeii crumbles around him.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/76649
Mona Lisa Smile,"Katherine Watson is a recent UCLA graduate hired to teach art history at the prestigious all-female Wellesley College, in 1953. Determined to confront the outdated mores of society and the institution that embraces them, Katherine inspires her traditional students, including Betty and Joan, to challenge the lives they are expected to lead.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/11820
Pinball: The Man Who Saved the Game,"The dramatic comedy is based on the true story of writer and pinball wizard Roger Sharpe, chronicling his journey to overturn New York City’s 35-year ban on pinball.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/855262
Padmaavat,"Rajputana, India, 13th century. The tyrannical usurper Alauddin Khilji, sultan of Delhi, becomes obsessed with Queen Padmavati, wife of King Ratan Singh of Mewar, and goes to great lengths to satisfy his greed for her.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/432527
The Chinese Widow,"It’s 1941 and the Japanese attack on Pearl Harbor has destroyed America’s morale. The US President Franklin D. Roosevelt then decides to risk it all by bombing Tokyo and raise more hope for his citizens. After completing its mission, a unit of the US Air Force is forced to make an emergency landing in China. Its commander Jack Turner (Emilie Hirsch) barely survives but gets rescued by Ying (Crystal Liu), a local widow who will stop at nothing to hide him from the Japanese occupant.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/528210
Brooklyn,"In 1950s Ireland and New York, young Eilis Lacey has to choose between two men and two countries.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/167073
Jodhaa Akbar,A sixteenth century love story about a marriage of alliance that gave birth to true love between a Mughal emperor and a Rajput princess.,"['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/14073
Downton Abbey,"The beloved Crawleys and their intrepid staff prepare for the most important moment of their lives. A royal visit from the King and Queen of England will unleash scandal, romance and intrigue that will leave the future of Downton hanging in the balance.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/535544
Anna Karenina,"In Imperial Russia, Anna, the wife of the officer Karenin, goes to Moscow to visit her brother. On the way, she meets the charming cavalry officer Vronsky to whom she is immediately attracted. But in St. Petersburg’s high society, a relationship like this could destroy a woman’s reputation.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/96724
Cinderella Man,"The true story of boxer Jim Braddock who, following his retirement in the 1930s, makes a surprise comeback in order to lift his family out of poverty.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/921
Les Misérables,"In 19th century France, Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/43893
Quo Vadis,"After fierce Roman commander Marcus Vinicius becomes infatuated with beautiful Christian hostage Lygia, he begins to question the tyrannical leadership of the despotic emperor Nero.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/11620
Intoxicated by Love,"Story of Rumi, his friendship with Shams Tabrizi, the love he had for him and the great influence of Shams over him in his life, his poetry and his love for God.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/678856
Gowok: Javanese Kamasutra,"Set in 1960s Java, a young Javanese woman betrays her teacher, falls in love and must face dire consequences.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/1367947
Les Misérables,"In 19th century France, Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/4415
Elizabeth: The Golden Age,"When Queen Elizabeth's reign is threatened by ruthless familial betrayal and Spain's invading army, she and her shrewd adviser must act to safeguard the lives of her people.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/4517
Skin,"A destitute young man, raised by racist skinheads and notorious among white supremacists, turns his back on hatred and violence to transform his life, with the help of a black activist and the woman he loves.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/542417
3-D Sex and Zen: Extreme Ecstasy,"A young scholar named Yangsheng who gets married to the beautiful daughter of a local merchant. When their sex life proves unsatisfactory, Yangsheng leaves home and journeys to the Pavilion of Ultimate Bliss.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/67308
The French Lieutenant's Woman,"In this story-within-a-story, Anna is an actress starring opposite Mike in a period piece about the forbidden love between their respective characters, Sarah and Charles. Both actors are involved in serious relationships, but the passionate nature of the script leads to an off-camera love affair as well. While attempting to maintain their composure and professionalism, Anna and Mike struggle to come to terms with their infidelity.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/12537
Jeanne du Barry,"The life of Jeanne Bécu, who was born as the illegitimate daughter of an impoverished seamstress in 1743 and went on to rise through the Court of Louis XV to become his last official mistress.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/921452
The Guernsey Literary & Potato Peel Pie Society,"Free-spirited writer Juliet Ashton forms a life-changing bond with the delightful and eccentric Guernsey Literary and Potato Peel Pie Society, when she decides to write about the book club they formed during the occupation of Guernsey in WWII.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/451480
The Electrical Life of Louis Wain,"The extraordinary true story of eccentric British artist Louis Wain, whose playful, sometimes even psychedelic pictures helped to transform the public's perception of cats forever.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/617762
Out of Africa,"Tells the life story of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on her 1937 autobiographical novel.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/606
El Cid,"Epic film of the legendary Spanish hero, Rodrigo Diaz (""El Cid"" to his followers), who, without compromising his strict sense of honour, still succeeds in taking the initiative and driving the Moors from Spain.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/16638
Princess Yang Kwei-fei,"In eighth century China, the Emperor is grieving over the death of his wife. The Yang family wants to provide the Emperor with a consort so that they may consolidate their influence over the court. General An Lushan finds a distant relative working in their kitchen whom they groom to present to the Emperor. The Emperor falls in love with her and she becomes the Princess Yang Kwei-fei. The Yangs are then appointed important ministers, though An Lushan is not given the court position he covets. The ministers misuse their power so much that there is a popular revolt against the Yangs, fueled by An Lushan.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/91426
The Duchess,"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/12783
Frantz,"In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious French man who visits the fiance’s grave to lay flowers.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/377263
Rang De Basanti,"After a group of friends graduate from Delhi University, they listlessly haunt their old campus, until a British filmmaker casts them in a film she's making about freedom fighters under British rule. Although the group is largely apolitical, the tragic death of a friend owing to local government corruption awakens their patriotism. Inspired by the freedom fighters they represent in the film, the friends collectively decide to avenge the killing.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/7913
Brotherhood of Blades II: The Infernal Battlefield,"An imperial guard searches for the truth behind a conspiracy that framed him and his partners. The proof of his innocence lies with a wanted woman named Bei Zhai... but will she reveal what she knows? In this intense prequel to BROTHERHOOD OF BLADES, the only thing he can truly trust is his sword.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/457837
Downton Abbey: The Grand Finale,"When Mary finds herself at the center of a public scandal and the family faces financial trouble, the entire household grapples with the threat of social disgrace. The Crawleys must embrace change as the staff prepares for a new chapter with the next generation leading Downton Abbey into the future.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/1289936
The Rose of Versailles,"In an age of revolution, Marie Antoinette and her protector Oscar François de Jarjayes face tough choices as women growing into their distinct roles.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/1021679
Palm Trees in the Snow,"Spain, 2003. An accidental discovery leads Clarence to travel from the snowy mountains of Huesca to Equatorial Guinea, to visit the land where her father Jacobo and her uncle Kilian spent most of their youth, the island of Fernando Poo.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/274109
Hiroshima Mon Amour,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/5544
Flyboys,"The adventures of the Lafayette Escadrille, young Americans who volunteered for the French military before the U.S. entered World War I, and became the country's first fighter pilots.","['Drama', 'Romance', 'History']",regret,https://www.themoviedb.org/movie/9664
Guardians of the Galaxy Vol. 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/447365
Teenage Mutant Ninja Turtles,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/98566
Men in Black,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent K and new recruit Agent J find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/607
The Adam Project,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/696806
Journey to the Center of the Earth,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/88751
Teenage Mutant Ninja Turtles: Out of the Shadows,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/308531
Phineas and Ferb The Movie: Across the 2nd Dimension,"Phineas and Ferb get trapped in an alternate dimension where the evil Doofenshmirtz rules the tri-state area. They must find a way back home with the help of their pet platypus named Perry, who they discover is a secret agent.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/71689
Small Soldiers,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/11551
Superman III,"Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/9531
Dragon Ball: Yo! Son Goku and His Friends Return!!,"Following the defeat of Majin Buu, Son Goku and friends travel to Mr. Satan's newly-opened hotel for an all-you-can-eat banquet, when they are paid a visit by Vegeta's younger brother Tarble. They are informed by Tarble that the terrible brother duo of Abo and Cado have terrorized his planet and are on their way to Earth.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/38594
Teenage Mutant Ninja Turtles,"A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/1498
Spy Kids 2: The Island of Lost Dreams,"Exploring the further adventures of Carmen and Juni Cortez, who have now joined the family spy business as Level 2 OSS agents. Their new mission is to save the world from a mad scientist living on a volcanic island populated by an imaginative menagerie of creatures. On this bizarre island, none of the Cortez's gadgets work and they must rely on their wits--and each other--to survive and save the day.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/9488
Secret Headquarters,"While hanging out after school, Charlie and his friends discover the headquarters of the world’s most powerful superhero hidden beneath his home. When villains attack, they must team up to defend the headquarters and save the world.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/791155
The Running Man,"Desperate to save his sick daughter, a working-class dad joins a deadly spectator sport where the longer he stays alive, the bigger the payout. Between the assassins chasing him and the showrunners betting against him, he’s about to find out there’s much more at stake than the prize money.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/798645
Wild Wild West,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President Ulysses S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,"['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/8487
Barbarella,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/8069
Ejen Ali: The Movie 2,"Ejen Ali is appointed as the pilot of Project Satria, a new armoured suit with the help of an Artificial Intelligence programme specially designed to optimise the physical performance and mental skills of MATA agents while carrying out their secret missions.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/1357359
Dragon Ball: Curse of the Blood Rubies,The great King Gurumes is searching for the Dragon Balls in order to put a stop to his endless hunger. A young girl named Pansy who lives in the nearby village has had enough of the treachery and decides to seek Muten Rōshi for assistance. Can our heroes save the village and put a stop to the Gurumes Army?,"['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/39144
Spy Kids 3-D: Game Over,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/12279
Howard the Duck,"A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar-smoking drake, Howard, from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet, but then a much less friendly being arrives through the beam...","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/10658
Steven Universe: The Movie,"Two years after bringing peace to the galaxy, Steven Universe sees his past come back to haunt him in the form of a deranged Gem who wants to destroy the Earth.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/537061
Teenage Mutant Ninja Turtles III,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/1499
Spy Kids: All the Time in the World,"Eight years after the third film, the OSS has become the world's top spy agency, while the Spy Kids department has since become defunct. Retired spy Marissa is called back into action, and to bond with her new stepchildren Rebecca and Cecil, she invites them along to stop the evil Timekeeper from taking over the world.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/56288
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/1497
Justice League vs. Teen Titans,Robin is sent by Batman to work with the Teen Titans after his volatile behavior botches up a Justice League mission. The Titans must then step up to face Trigon after he possesses the League and threatens to conquer the world.,"['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/379291
How I Became a Superhero,"Paris 2020. While superheroes have assimilated into the Parisian society, they discover a new drug that gives themselves personal superpowers to mere mortals. Lieutenants Moreau and Schaltzmann are investigating the case with the support of two ex-superheroes, Monte Carlo and Callista. They'll do whatever it takes to dismantle the traffic. But Moreau's past resurfaces, and the investigation becomes more complicated.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/641501
Rim of the World,"Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/531306
King Kong vs. Godzilla,"The advertising director of Pacific Pharmaceuticals, frustrated with the low ratings of their sponsored TV program, seeks a more sensationalist approach. He orders his staff to Faro Island to capture King Kong for exploitation. As Godzilla re-emerges, a media frenzy generates with Pacific looking to capitalize off of the ultimate battle.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/1680
Regular Show: The Movie,"After a high school lab experiment goes horribly wrong, Mordecai and Rigby must go back in time to battle an evil volleyball coach in order to save the universe — and their friendship.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/354857
Zoom,"Jack Shepard is an out-of-shape auto shop owner, far removed from the man who once protected the world's freedom. Reluctantly called back into action by the government, Jack is tasked with turning a ragtag group of kids with special powers into a new generation of superheroes to save the world from certain destruction.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/14113
Tremors 5: Bloodlines,"When Gummer is hired to capture a deadly creature terrorizing South Africa, he and his new sidekick, Travis Welker, engage in another battle of survival against the fiercely aggressive Graboids.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/339530
Mystery Men,"When Champion City's hero Captain Amazing is kidnapped by the recently paroled supervillain Casanova Frankenstein, a trio of average, everyday superheroes -- Mr. Furious, the Shoveler and the Blue Raja -- assemble a new super team to save him.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/9824
One Piece: Giant Mecha Soldier of Karakuri Castle,"The Straw Hats visits an island, known as Mecha Island, where a fisherman sings an old folk song about a Golden Crown. Searching for that mysterious treasure, they find a hidden entrance into the island. The island's leader, Ratchet, impressed with the find and in search of the Golden Crown himself, invites the crew to join him in his search and the crew along with Ratchet and his henchmen enter the cave. As it turns out, the islands true form, is that of a giant turtle. Ratchet, who had known this all along, uses his mechanical castle to take control of the turtle, in order to use it, to take over the world. Now the Straw Hats have to stop not only Ratchet, but also the helpless turtle, from crashing into a nearby island.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/44730
The Posthuman Project,"Denny Burke is finally about to graduate high school. Senior year has been one bad thing after another: a broken leg, a broken heart, and — worst  of all — a broken home.  With four of his closest friends, Denny goes on one last rock-climbing trip to prove he’s ready to start his adult life… On their trip the five teens receive a genetic boost beyond anything they’d ever imagined.  Denny’s soon faced with the first big decision of his adult life: does he give up these powers and stay a normal teenager, or does he keep them…and graduate from the human race?","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/316618
The Avengers,"British Ministry agent John Steed, under direction from ""Mother"", investigates a diabolical plot by arch-villain Sir August de Wynter to rule the world with his weather control machine. Steed investigates the beautiful Doctor Mrs. Emma Peel, the only suspect, but simultaneously falls for her and joins forces with her to combat Sir August.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/9320
Underdog,A lab accident gives a beagle named Shoeshine some serious superpowers -- a secret that the dog eventually shares with the young boy who becomes his owner and friend.,"['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/6589
Next Gen,"A friendship with a top-secret robot turns a lonely girl's life into a thrilling adventure as they take on bullies, evil bots and a scheming madman.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/523777
Kim Possible Movie: So the Drama,"Dr. Drakken has an evil new plot for world domination, but his ultimate success depends upon finding out KP's weakness which may involve a new hottie at Middleton High School named Eric, who suddenly sparks feelings in Ron about Kim that resemble much more than friendship. To make matters worse, Bueno Nacho, Ron's favorite fast food chain has turned sour on him by bombarding him with little Devils","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/20771
Turbo Kid,"In a post-apocalyptic wasteland, an orphaned teen must battle a ruthless warlord to save the girl of his dreams.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/310135
Iceman,"An imperial guard and his three traitorous childhood friends ordered to hunt him down get accidentally buried and kept frozen in time. 400 years later, they are defrosted continuing the battle they left behind.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/105001
Assassination Classroom,"A mysterious creature destroys 70% of the moon. The creature then warns that if he is not destroyed by March of next year, Earth will be next. The creature also demands that he becomes the homeroom teacher for 3rd grade E class at Kunugigaoka Junior High School. The government is powerless to say no.  The creature then becomes the homeroom teacher of 3rd grade E class which consists of failed students including Nagisa Shiota. The creature is called Teacher Koro.  Meanwhile, the government requests that the students try to kill Teacher Koro even though he possesses super powers. The government offers a 10 billion yen reward for whomever successfully kills him. The students are confused by the situation, but decide to kill Teacher Koro.  When their class begins with Teacher Koro, the students finds themselves having a good time with their new teacher.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/349176
Thunder Force,"In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/615678
Family Guy Presents: Blue Harvest,"With the Griffins stuck at home during a blackout, Peter tells the story of ""Star Wars Episode IV: A New Hope"".","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/653528
Codename: Kids Next Door: Operation Z.E.R.O.,"The villains of the Kids Next Door, lead by Father, join forces to resurrect the Ultimate Evil, Grandfather, a tyrant who once ruled the world many years ago when most of the villains were themselves kids. However, Father disgraced him that he can't even try to destroy the KND and the Villains were quickly betrayed when they are turned into Senior Citizombies, creatures that are immortal and can transform any living creature into one of them and slaves who are forced to make Tapioca to refuel Grandfather so he can find and destroy the Book of K.N.D.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/205081
Sonic the Hedgehog: The Movie,Sonic's arch nemesis Dr. Robotnik has been banished from the Land of Darkness by an evil Metal Robotnik. The devious doctor tells Sonic that the Robot Generator has been sabotaged and will blow Planet Freedom to kingdom come. But it's not until the President's beautiful daughter Sara turns on the charm that Sonic springs into action.,"['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/16355
"Family Guy Presents: Something, Something, Something, Dark Side",Peter makes good on another power outage at home by retelling Star Wars Episode V: The Empire Strikes Back.,"['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/625651
Double Dragon,"Two brothers have half of a powerful ancient Chinese talisman. An evil gang leader has the other half, and determines to get the brothers' half and have a complete medallion so he can gain absolute power.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/2436
Cherry 2000,"When successful businessman Sam Treadwell finds that his android wife, Cherry model 2000 has blown a fuse, he hires sexy renegade tracker E. Johnson to find her exact duplicate. But as their journey to replace his perfect mate leads them into the treacherous and lawless region of 'The Zone', Treadwell learns the hard way that the perfect woman is made not of computer chips and diodes.","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/15785
Family Guy Presents: It's a Trap!,"With the Griffins stuck again at home during a blackout, Peter tells the story of “Star Wars Episode VI: Return of the Jedi.”","['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/278427
Phineas and Ferb: Mission Marvel,Phineas and Ferb team up with the Avengers to save the world from Dr. Doofenshmirtz and a group of dangerous supervillains.,"['Action', 'Adventure', 'Science Fiction', 'Comedy']",excited,https://www.themoviedb.org/movie/284019
Utopia,"A soldier searching for his missing wife breaks into a high-tech facility, believing she's been caught in a human trafficking ring. But beyond its walls, he finds a surreal, futuristic fantasy park where reality and illusion blur. As he navigates this seductive and dangerous world, a shocking truth pulls him deeper into a deadly game where nothing is as it seems.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/1379587
The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/198663
The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/1124
Arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/329865
The Witch: Part 1. The Subversion,"Ja-yoon is a high school student who struggles with memory loss after she endured some unknown trauma during her childhood. While trying to uncover the truth, she is unwittingly dragged into a world of crime and finds herself on a journey that will awaken many secrets hidden deep within.","['Mystery', 'Science Fiction']",confused,https://www.themoviedb.org/movie/530254
