title,authors,category,description,link,emotion
Principles of War,Carl von Clausewitz,History,"DIVThe most cited, most controversial, and most modern book on warfare. The author examines moral and psychological aspects of war: courage, audacity, self-sacrifice, the importance of morale and public opinion, more. /div",https://play.google.com/store/books/details?id=kEXCAgAAQBAJ&source=gbs_api,angry
On War,Carl von Clausewitz,History,"""War is the continuation of politics by other means,"" is a chapter heading from Carl von Clausewitz's controversial classic On War, which first appeared in 1832 and remains essential reading for military scientists and tacticians two centuries later. This new 2017 edition of Volume I from Enhanced Media Publishing features a revised translation of the original English version with modern American English spelling and punctuation.",http://books.google.co.in/books?id=56Q0DwAAQBAJ&dq=war&hl=&source=gbs_api,angry
Causes and Consequences of the First World War,Stewart Ross,Juvenile Nonfiction,"Examines the backdrop of rivalry among world powers, the events that immediately preceded the first World War, the effects of the war itself, and its long term consequences. Suggested level: secondary.",http://books.google.co.in/books?id=xUwv3P-kb2EC&dq=war&hl=&source=gbs_api,angry
The 33 Strategies Of War,Robert Greene,Self-Help,"Sun Tzu better watch his back' New York Magazine 'An Art of War-style book of tough guy maxims to live by' Evening Standard Spanning world civilizations, synthesizing dozens of political, philosophical, and religious texts and thousands of years of violent conflict, The 33 Strategies of War is the I-Ching of conflict, the contemporary companion to Sun Tzu's The Art of War. Abundantly illustrated with examples from history, from powerful world leaders like Napoleon and Margaret Thatcher, to Shaka the Zulu and Hannibal, each of the thirty-three chapters outlines a strategy to help you win life's wars. Learn proactive methods that require you to maintain initiative and negotiate from positions of strength, or defensive strategies that allow you to respond to dangerous situations and avoid unwinnable wars. Great warriors of battlefields and boardrooms alike demonstrate prudence, agility, balance and calm, and a keen understanding that the rational and resourceful always defeat the panicked. An indispensable book, The 33 Strategies of War provides you with all the advice you need to gain and maintain the upper hand.",https://play.google.com/store/books/details?id=LqbbUBHK8b4C&source=gbs_api,angry
India's War,Srinath Raghavan,History,"Between 1939 and 1945 India changed to an extraordinary extent. Millions of Indians suddenly found themselves as soldiers, fighting in Europe and North Africa but also - something simply never imagined - against a Japanese army threatening to invade eastern India. Many more were pulled into the vortex of wartime mobilization. Srinath Raghavan's compelling and original book gives both a surprising new account of the fighting and of life on the home front. For Indian nationalists the war has tended to be seen as a distraction from the quest for national independence - but Raghavan shows that in fact the war lay at the very heart of how and why colonial rule ended in South Asia. By seeing the Second World War through Indian eyes, Raghavan transforms our understanding of the conflict - with famous battles such as those in North Africa and Iraq reinterpreted, as well as fascinating and little known campaigns such as the destruction of Italian northeast Africa. Time and again, it was Indian troops that made Britain into a global power and, as the war came to an end, it was the Indian army that fought the final battles which marked the end both of the Japanese empire, and of the British.",http://books.google.co.in/books?id=boimCgAAQBAJ&dq=war&hl=&source=gbs_api,angry
Profits of War,Ari Ben-Menashe,History,"In this seminal work originally published in 1992, an insider account from the man who paid off the Iranians for the American hostages Ari Ben-Menashe spent more than a decade in the innermost circles of Israeli intelligence. He was privy to the secret negotiations with the Iranians to delay the release of the American hostages until after the election of Ronald Reagan, he enlisted Robert Gates in the transfer of the $52 million payoff to Iran, and was Robert Maxwell's handler. Ben-Menashe brokered secret Israeli arms sales on four continents and briefed George Bush on the vast arms network. He saw Israel's own nuclear arsenal develop, and watched his masters sponsor monstrous terrorist acts in the name of a higher good. Then, as he questioned the immorality around him, he was cut off and set up. This is the full story of the man who oversaw the accumulation of hundreds of millions of dollars in CIA and Israeli intelligence slush funds.",http://books.google.co.in/books?id=HiQ0rgEACAAJ&dq=war&hl=&source=gbs_api,angry
The Forever War,Joe W. Haldeman,Fiction,"Private William Mandella is a hero in spite of himself. He never wanted to go to war, but the leaders on Earth have drawn a line in the interstellar sand.",http://books.google.co.in/books?id=jc1eCZlD-ScC&dq=war&hl=&source=gbs_api,angry
The Second World War,Antony Beevor,History,"A magisterial, single-volume history of the greatest conflict the world has ever known by our foremost military historian. ***** The Second World War began in August 1939 on the edge of Manchuria and ended there exactly six years later with the Soviet invasion of northern China. The war in Europe appeared completely divorced from the war in the Pacific and China, and yet events on opposite sides of the world had profound effects. Using the most up-to-date scholarship and research, Beevor assembles the whole picture in a gripping narrative that extends from the North Atlantic to the South Pacific and from the snowbound steppe to the North African Desert. Although filling the broadest canvas on a heroic scale, Beevor's The Second World War never loses sight of the fate of the ordinary soldiers and civilians whose lives were crushed by the titanic forces unleashed in the most terrible war in history.",https://play.google.com/store/books/details?id=u0TbaPWrOO4C&source=gbs_api,angry
Everyman's War,Raghu Raman,Literary Collections,"What do Naxal terrorists have in common with Somali pirates? What man-made event triggers more refugees than all wars put together? How do terrorist movements end? And how can you help? Everyman’s War is a collection of insightful essays that describe our participatory role in securing ourselves and our progeny. Defence, internal security, and terrorism are important yet closely guarded issues. Even as outrage over safety of women and rising terror take centrestage, there continues to be limited access to information on the subjects of national defence and security—especially in a language that a layman can understand. Raghu Raman, an expert on security and terrorism, presents issues of defence, strategy and national security in an engaging narrative, with historical and contemporary examples. He recalibrates the great ‘India rising’ story with its real and present dangers and the role of a regular citizen in this everyman’s war.",https://play.google.com/store/books/details?id=BdbAAAAAQBAJ&source=gbs_api,angry
War from the Ground Up,Emile Simpson,History,This is a philosophical treatise on war written by an Oxford grad who served in Afghanistan.,http://books.google.co.in/books?id=k3kTDAAAQBAJ&dq=war&hl=&source=gbs_api,angry
The Soccer War,Ryszard Kapuscinski,Africa,"In 1964, renowned reporter Ryszard Kapuscinski was appointed by the Polish Press Agency as its only foreign correspondent, and for the next ten years he was 'responsible' for fifty countries. He befriended Che Guevera in Bolivia, Salvador Allende in Chile and Patrice Lumumba in the Congo. He reported on the fighting that broke out between Honduras and El Salvador in 1969 after their matches to determine which one of them would qualify for the 1970 World Cup. By the time he returned to Poland he had witnessed twenty-seven revolutions and coups and been sentenced to death four times. The Soccer War is Kapuscinski's story, his eyewitness account of the emergence of the Third World.",http://books.google.co.in/books?id=LCePPwAACAAJ&dq=war&hl=&source=gbs_api,angry
War and Social Change in Modern Europe,Sandra Halperin,Business & Economics,"This book focuses on the interrelationship of social forces, industrial expansion, and conflict in Europe between 1789 and 1945.",http://books.google.co.in/books?id=AobnW_ouxn0C&dq=war&hl=&source=gbs_api,angry
The First World War,John Keegan,History,"The definitive account of the Great War and a national bestseller from eminent military historian John Keegan 2018 marks the centenary of the First World War – the war that created the modern world. It destroyed a century of relative peace and prosperity and saw a continent at the height of its success descend into slaughter. It unleashed both the demons of the twentieth century - political hatred, military destruction and mass death - and the ideas which continue to shape our world today: modernism in the arts, new approaches to psychology and medicine, and radical ideas about economics and society. By the end of the war, three great empires – the Austro-Hungarian, the Russian and the Ottoman – had collapsed. But as Keegan expertly shows, the devastation extended over the entirety over Europe and still profoundly informs the politics and culture of the continent today. Pertinent, authoritative and gripping, this panoramic account of WW1 is regarded as a world history classic. ‘The best and most approachable introduction to the war’ Guardian ‘Nobody describes a battle as Keegan does, vividly relating the unfolding events to the contours of the field of combat... This book is a kind of war memorial. As first-hand memory fades, The First World War honours the dead as only true history can’ Sunday Times",https://play.google.com/store/books/details?id=V1A1kalDBsYC&source=gbs_api,angry
War Is a Force that Gives Us Meaning,Chris Hedges,History,"General George S. Patton famously said, ""Compared to war all other forms of human endeavor shrink to insignificance. God, I do love it so!"" Though Patton was a notoriously single-minded general, it is nonetheless a sad fact that war gives meaning to many lives, a fact with which we have become familiar now that America is once again engaged in a military conflict. War is an enticing elixir. It gives us purpose, resolve, a cause. It allows us to be noble. Chris Hedges of The New York Times has seen war up close -- in the Balkans, the Middle East, and Central America -- and he has been troubled by what he has seen: friends, enemies, colleagues, and strangers intoxicated and even addicted to war's heady brew. In War Is a Force That Gives Us Meaning, he tackles the ugly truths about humanity's love affair with war, offering a sophisticated, nuanced, intelligent meditation on the subject that is also gritty, powerful, and unforgettable.",http://books.google.co.in/books?id=WdTbAgAAQBAJ&dq=war&hl=&source=gbs_api,angry
The Move to Global War - Ib History Online Course Book,"Joanna Thomas, Keely Rogers",Unknown,"Drive critical, engaged learning. Helping learners more deeply understand historical concepts, the student-centred approach of this new Course Book enables broader, big picture understanding. Developed directly with the IB and fully supporting the new 2015 syllabus, the structured format helps you easily progress through the new course content. - Cover the new syllabus in the right level of depth, with rich, thorough subject content - Developed directly the with IB, with the most comprehensive support for the new syllabus - Truly engage learners with topical, relevant material that convincingly connects learning with the modern, global world - Streamline your planning, with a clear and thorough structure helping you logically progress through the syllabus - Decipher source evaluation, refine and progress analytical thinking and fully embed vital Paper 1 skills, strengthening exam performance - Integrate Approaches to learning with ATLs like thinking, communication, research and social skills built directly into learning - Help learners think critically about improving performance with extensive examiner insight and samples based on the latest exam format - The license is valid until 31st December 2023, for use by a single student or teacher - Multiplatform access, compatible with a wide range of devices - Your first login will be facilitated by a printed access card that will be sent to you in the mail",http://books.google.co.in/books?id=Jg8rrgEACAAJ&dq=war&hl=&source=gbs_api,angry
India's China War,Neville Maxwell,China,No description,http://books.google.co.in/books?id=c44LmAEACAAJ&dq=war&hl=&source=gbs_api,angry
World War II,Loyd E. Lee,History,"This anthology contains 16 readings that deal with military, political, diplomatic, and social aspects of WWII and its consequences for the contemporary world. The readings are grouped around seven major topics, and each topic is prefaced with commentary by Lee. The readings consist of complete articles or integral chapters rather than abridged selections so that each author's argument can be read in its original form. Annotation copyrighted by Book News, Inc., Portland, OR",http://books.google.co.in/books?id=Akz0H1zGFwoC&dq=war&hl=&source=gbs_api,angry
War & War,"László Krasznahorkai, George Szirtes",Fiction,"From the winner of the 2015 Man Booker International Prize A novel of awesome beauty and power by the Hungarian master, Laszla Krasznahorkai. Winner of a 2005 PEN Translation Fund Award. War and War, Laszla Krasznahorkai's second novel in English from New Directions, begins at a point of danger: on a dark train platform Korim is on the verge of being attacked by thuggish teenagers and robbed; and from here, we are carried along by the insistent voice of this nervous clerk. Desperate, at times almost mad, but also keenly empathic, Korim has discovered in a small Hungarian town's archives an antique manuscript of startling beauty: it narrates the epic tale of brothers-in-arms struggling to return home from a disastrous war. Korim is determined to do away with himself, but before he can commit suicide, he feels he must escape to New York with the precious manuscript and commit it to eternity by typing it all on the world-wide web. Following Korim with obsessive realism through the streets of New York (from his landing in a Bowery flophouse to his moving far uptown with a mad interpreter), War and War relates his encounters with a fascinating range of humanity, a world torn between viciousness and mysterious beauty. Following the eight chapters of War and War is a short ""prequel acting as a sequel,"" ""Isaiah,"" which brings us to a dark bar, years before in Hungary, where Korim rants against the world and threatens suicide. Written like nothing else (turning single sentences into chapters), War and War affirms W. G. Sebald's comment that Krasznahorkai's prose ""far surpasses all the lesser concerns of contemporary writing.""",http://books.google.co.in/books?id=s_bTE3CEJzUC&dq=war&hl=&source=gbs_api,angry
War,Sebastian Junger,Biography & Autobiography,"From the author of The Perfect Storm, a gripping book about Sebastian Junger's almost-fatal year with the 2nd battalion of the American Army.",https://play.google.com/store/books/details?id=FkGJ-nSXK9UC&source=gbs_api,angry
The Direction of War,Hew Strachan,History,"The wars since 9/11, both in Iraq and Afghanistan, have generated frustration and an increasing sense of failure in the West. Much of the blame has been attributed to poor strategy. In both the United States and the United Kingdom, public enquiries and defence think tanks have detected a lack of consistent direction, of effective communication, and of governmental coordination. In this important book, Sir Hew Strachan, one of the world's leading military historians, reveals how these failures resulted from a fundamental misreading and misapplication of strategy itself. He argues that the wars since 2001 have not in reality been as 'new' as has been widely assumed and that we need to adopt a more historical approach to contemporary strategy in order to identify what is really changing in how we wage war. If war is to fulfil the aims of policy, then we need first to understand war.",http://books.google.co.in/books?id=NSStnQEACAAJ&dq=war&hl=&source=gbs_api,angry
A Savage War of Peace,Alistair Horne,History,"The Algerian war was at once the last of the old-style ""colonial wars"" and the archetype of horribly savage new conflicts - undeclared wars between old and new worlds - waged successfully by urban terrorists and country-based guerrillas against crack modern armies. In eight years, more than a million Algerians died and an equal number of Europeans lost their homes. It was a tragedy rife with lessons Americans had to learn all over again in Vietnam. As the Third World continues to make its aspirations felt, and established political powers continue to maintain an order they must struggle to impose, the story of Algeria's fight for independence stands as model and prophecy. A SAVAGE WAR OF PEACE is the definitive history of that prophetic war.",http://books.google.co.in/books?id=Y63tAAAAMAAJ&dq=war&hl=&source=gbs_api,angry
Horror and the Horror Film,Bruce F. Kawin,Performing Arts,"Horror films can be profound fables of human nature and important works of art, yet many people dismiss them out of hand. 'Horror and the Horror Film' conveys a mature appreciation for horror films along with a comprehensive view of their narrative strategies, their relations to reality and fantasy and their cinematic power. The volume covers the horror film and its subgenres - such as the vampire movie - from 1896 to the present. It covers the entire genre by considering every kind of monster in it, including the human.",http://books.google.co.in/books?id=r88NdErN1pkC&dq=horror&hl=&source=gbs_api,fear
The Book of Horror,Matt Glasby,Art,The Book of Horror introduces the reader to the scariest movies ever made and examines the factors that make them so frightening.,http://books.google.co.in/books?id=AM3-DwAAQBAJ&dq=horror&hl=&source=gbs_api,fear
Intensity,Dean Koontz,Fiction,"#1 NEW YORK TIMES BESTSELLER • This ebook edition contains a special preview of Dean Koontz’s The Silent Corner. Past midnight, Chyna Shepard, twenty-six, gazes out a moonlit window, unable to sleep on her first night in the Napa Valley home of her best friend’s family. Instinct proves reliable. A murderous sociopath, Edgler Foreman Vess, has entered the house, intent on killing everyone inside. A self-proclaimed “homicidal adventurer,” Vess lives only to satisfy all appetites as they arise, to immerse himself in sensation, to live without fear, remorse, or limits, to live with intensity. Chyna is trapped in his deadly orbit. Chyna is a survivor, toughened by a lifelong struggle for safety and self-respect. Now she will be tested as never before. At first her sole aim is to get out alive—until, by chance, she learns the identity of Vess’s next intended victim, a faraway innocent only she can save. Driven by a newly discovered thirst for meaning beyond mere self-preservation, Chyna musters every inner resource she has to save an endangered girl . . . as moment by moment, the terrifying threat of Edgler Foreman Vess intensifies.",http://books.google.co.in/books?id=trO__euWv6gC&dq=horror&hl=&source=gbs_api,fear
The Hunchback of Notre Dame,Victor Hugo,Fiction,"This eBook edition of ""The Hunchback of Notre Dame"" has been formatted to the highest digital standards and adjusted for readability on all devices. The Hunchback of Notre Dame is a French Romantic/Gothic novel by Victor Hugo. The novel's original French title, Notre-Dame de Paris, is a double entendre: it refers to Notre Dame Cathedral, on which the story is centred, and Esmeralda, the novel's main character who is ""our lady of Paris"" and the centre of the human drama within the story. The story is set in Paris in 1482 during the reign of Louis XI. The gypsy Esmeralda (born as Agnes) captures the hearts of many men, including those of Captain Phoebus and Pierre Gringoire, but especially Quasimodo and his guardian Archdeacon Claude Frollo. Frollo is torn between his obsessive lust for Esmeralda and the rules of Notre Dame Cathedral. He orders Quasimodo to kidnap her, but Quasimodo is captured by Phoebus and his guards, who save Esmeralda.",https://play.google.com/store/books/details?id=crboDwAAQBAJ&source=gbs_api,fear
The Amityville Horror,Jay Anson,"Body, Mind & Spirit","“A fascinating and frightening book” (Los Angeles Times)—the bestselling true story about a house possessed by evil spirits, haunted by psychic phenomena almost too terrible to describe. In December 1975, the Lutz family moved into their new home on suburban Long Island. George and Kathleen Lutz knew that, one year earlier, Ronald DeFeo had murdered his parents, brothers, and sisters in the house, but the property—complete with boathouse and swimming pool—and the price had been too good to pass up. Twenty-eight days later, the entire Lutz family fled in terror. This is the spellbinding, shocking true story that gripped the nation about an American dream that turned into a nightmare beyond imagining—“this book will scare the hell out of you” (Kansas City Star).",http://books.google.co.in/books?id=Vly8DwAAQBAJ&dq=horror&hl=&source=gbs_api,fear
Household Horror,Marc Olivier,Literary Criticism,"A scholar examines 14 everyday objects featured in horror films and how they manifest their power and speak to society’s fears. Take a tour of the house where a microwave killed a gremlin, a typewriter made Jack a dull boy, a sewing machine fashioned Carrie’s prom dress, and houseplants might kill you while you sleep. In Household Horror, Marc Olivier highlights the wonder, fear, and terrifying dimension of objects in horror cinema. Inspired by object-oriented ontology and the nonhuman turn in philosophy, Olivier places objects in film on par with humans, arguing, for example, that a sleeper sofa is as much the star of Sisters as Margot Kidder, that The Exorcist is about a possessed bed, and that Rosemary’s Baby is a conflict between herbal shakes and prenatal vitamins. Household Horror reinvigorates horror film criticism by investigating the unfathomable being of objects as seemingly benign as remotes, radiators, refrigerators, and dining tables. Olivier questions what Hitchcock’s Psycho tells us about shower curtains. What can we learn from Freddie Krueger’s greatest accomplice, the mattress? Room by room, Olivier considers the dark side of fourteen household objects to demonstrate how the objects in these films manifest their own power and connect with specific cultural fears and concerns. “Provides a lively and highly original contribution to horror studies. As a work on cinema, it introduces the reader to films that may be less well-known to casual fans and scholars; more conspicuously, it returns to horror staples, gleefully reanimating works that one might otherwise assume had been critically “done to death” (Psycho, The Exorcist, The Shining).” —Allan Cameron, University of Auckland",http://books.google.co.in/books?id=-5zSDwAAQBAJ&dq=horror&hl=&source=gbs_api,fear
The Dunwich Horror (唐尼奇驚悚故事),Howard Phillips Lovecraft,Foreign Language Study,"H. P. Lovecraft (1890 - 1937) was the most important American horror fiction writer of the first half of the 20th century whose fiction, especially about the Cthulhu Mythos universe, spanned both time and space. He never achieved financial success; however, he did become good friends with several big writers, notably Robert Bloch (Psycho) and Robert E. Howard of Conan fame. The ""Cthulhu Mythos"" grew out of the Lovecraft Circle, a writing group where everyone shared in Lovecraft's Mythos stories. The most famous of these were ""The Call of Cthulhu"" and ""At the Mountains of Madness"". Many novels and stories have come from his Mythos tales, one of the most famous being The Necronomicon, written by the ""Mad Arab"" Abdul Alhazred, which first appeared in Lovecraft's story ""The Hound"". Lovecraft's health and financial situation began to fail seriously in the mid-1930s. He died in 1937 of cancer of the intestine, never knowing what a giant of the horror genre he was to become.",https://play.google.com/store/books/details?id=WU0dAwAAQBAJ&source=gbs_api,fear
The Horror Film,Peter Hutchings,Performing Arts,"The Horror Film is an in-depth exploration of one of the most consistently popular, but also most disreputable, of all the mainstream film genres. Since the early 1930s there has never been a time when horror films were not being produced in substantial numbers somewhere in the world and never a time when they were not being criticised, censored or banned. The Horror Film engages with the key issues raised by this most contentious of genres. It considers the reasons for horror's disreputability and seeks to explain why despite this horror has been so successful. Where precisely does the appeal of horror lie? An extended introductory chapter identifies what it is about horror that makes the genre so difficult to define. The chapter then maps out the historical development of the horror genre, paying particular attention to the international breadth and variety of horror production, with reference to films made in the United States, Britain, Italy, Spain and elsewhere. Subsequent chapters explore: The role of monsters, focusing on the vampire and the serial killer. The usefulness (and limitations) of psychological approaches to horror. The horror audience: what kind of people like horror (and what do other people think of them)? Gender, race and class in horror: how do horror films such as Bride of Frankenstein, The Texas Chainsaw Massacre and Blade relate to the social and political realities within which they are produced? Sound and horror: in what ways has sound contributed to the development of horror? Performance in horror: how have performers conveyed fear and terror throughout horror's history? 1970s horror: was this the golden age of horror production? Slashers and post-slashers: from Halloween to Scream and beyond. The Horror Film throws new light on some well-known horror films but also introduces the reader to examples of noteworthy but more obscure horror work. A final section provides a guide to further reading and an extensive bibliography. Accessibly written, The Horror Film is a lively and informative account of the genre that will appeal to students of cinema, film teachers and researchers, and horror lovers everywhere.",http://books.google.co.in/books?id=D3N_BAAAQBAJ&dq=horror&hl=&source=gbs_api,fear
Transnational Horror Cinema,"Sophia Siddique, Raphael Raphael",Performing Arts,"This book broadens the frameworks by which horror is generally addressed. Rather than being constrained by psychoanalytical models of repression and castration, the volume embraces M.M. Bakhtin’s theory of the grotesque body. For Bakhtin, the grotesque body is always a political body, one that exceeds the boundaries and borders that seek to contain it, to make it behave and conform. This vital theoretical intervention allows Transnational Horror Cinema to widen its scope to the social and cultural work of these global bodies of excess and the economy of their grotesque exchanges. With this in mind, the authors consider these bodies’ potentials to explore and perhaps to explode rigid cultural scripts of embodiment, including gender, race, and ability.",https://play.google.com/store/books/details?id=PTg2DgAAQBAJ&source=gbs_api,fear
Global TV Horror,"Stacey Abbott, Lorna Jowett",Fiction,"In an era fascinated by horror, this book examines some of the most significant global TV horror, from children’s television and classic series to contemporary shows taking advantage of streaming and on-demand to reach audiences around the world.",http://books.google.co.in/books?id=6FUkEAAAQBAJ&dq=horror&hl=&source=gbs_api,fear
Horror Noire,Robin R. Means Coleman,History,"From King Kong to Candyman, the boundary-pushing genre of the horror film has always been a site for provocative explorations of race in American popular culture. In Horror Noire: Blacks in American Horror Films from 1890's to Present, Robin R. Means Coleman traces the history of notable characterizations of blackness in horror cinema, and examines key levels of black participation on screen and behind the camera. She argues that horror offers a representational space for black people to challenge the more negative, or racist, images seen in other media outlets, and to portray greater diversity within the concept of blackness itself. Horror Noire presents a unique social history of blacks in America through changing images in horror films. Throughout the text, the reader is encouraged to unpack the genre’s racialized imagery, as well as the narratives that make up popular culture’s commentary on race. Offering a comprehensive chronological survey of the genre, this book addresses a full range of black horror films, including mainstream Hollywood fare, as well as art-house films, Blaxploitation films, direct-to-DVD films, and the emerging U.S./hip-hop culture-inspired Nigerian ""Nollywood"" Black horror films. Horror Noire is, thus, essential reading for anyone seeking to understand how fears and anxieties about race and race relations are made manifest, and often challenged, on the silver screen.",http://books.google.co.in/books?id=pYpeBwAAQBAJ&dq=horror&hl=&source=gbs_api,fear
Powers of Horror,Julia Kristeva,Psychology,"In Powers of Horror, Julia Kristeva offers an extensive and profound consideration of the nature of abjection. Drawing on Freud and Lacan, she analyzes the nature of attitudes toward repulsive subjects and examines the function of these topics in the writings of Louis-Ferdinand Céline, Marcel Proust, James Joyce, and other authors. Kristeva identifies the abject with the eruption of the real and the presence of death. She explores how art and religion each offer ways of purifying the abject, arguing that amid abjection, boundaries between subject and object break down.",https://play.google.com/store/books/details?id=NCnoEAAAQBAJ&source=gbs_api,fear
The Horror Genre,Paul Wells,Literary Criticism,"A comprehensive introduction to the history and key themes of the genre. The main issues and debates raised by horror, and the approaches and theories that have been applied to horror texts are all featured. In addressing the evolution of the horror film in social and historical context, Paul Wells explores how it has reflected and commented upon particular historical periods, and asks how it may respond to the new millennium by citing recent innovations in the genre's development, such as the ""urban myth"" narrative underpinning Candyman and The Blair Witch Project. Over 300 films are treated, all of which are featured in the filmography.",http://books.google.co.in/books?id=uLqCRRbx1bsC&dq=horror&hl=&source=gbs_api,fear
Horror Fiction,Gina Wisker,Literary Criticism,"This is a series of introductory books about different types of writing. One strand of the series focuses on genres such asScience Fiction, Horror, Romance, and Crime, and the other focuses on movements or styles often associated with historicaland cultural locations—Postcolonial, Native American, Scottish, Irish, American Gothic.Authors covered in this volume includeWilliam Peter Blatty, Ira Levine, BramStoker, Shirley Jackson, Angela Carter,Mary Shelley, Stephen King, Anne Rice,and Washington Irving.",http://books.google.co.in/books?id=yNEfpTpoNukC&dq=horror&hl=&source=gbs_api,fear
Horror,Brigid Cherry,History,"In this Routledge Film Guidebook, audience researcher and film scholar Brigid Cherry provides a comprehensive overview of the horror film and explores how the genre works. Examining the way horror films create images of gore and the uncanny through film technology and effects, Cherry provides an account of the way cinematic and stylistic devices create responses of terror and disgust in the viewer.",http://books.google.co.in/books?id=s0d9AgAAQBAJ&dq=horror&hl=&source=gbs_api,fear
It Follows You,Keran Pantth Joshi,Young Adult Fiction,"BE READY TO MEET YOUR WORST NIGHTMARE! A curse, an evil-eye, a spell, or the demon - IT FOLLOWS YOU… in different forms. Evil lurks at every corner, ready to follow you when you least expect it, waiting to take a macabre turn. Twelve lives. Multiple curses. One Fear. Traversing through the dingy lanes of the hinterland to busy streets of metro cities, these stories will tap your fears, make you question your beliefs, and leave you thinking. Are you really alone? Somewhere in between the periphery of believe-it-or-not, these twelve lives experience the untold in unimaginable ways, where evil follows them… choking, haunting, and crushing their spirits. Slithering into their dreams and trapping them. Will they survive? Or scumble to evil? From the best-selling author of Check-in Check out-and the Horrors within, comes a collection of twelve crisp, fast-paced and uncanny stories, which will take you on a thrilling ride of mystery, adventure, and horror. These stories will make your skin crawl and stay on your mind for a long time. You can’t run, you can’t hide. It knows where you reside. It knows your smell, your breath. It wants to see through your eyes, and speak through your throat. Sucking you bit by bit, it stays till your existence ceases. Don’t move a bone and don’t turn back!",https://play.google.com/store/books/details?id=sEcvEAAAQBAJ&source=gbs_api,fear
Horror Film and Otherness,Adam Lowenstein,Horror films,"What do horror films reveal about social difference in the everyday world? Criticism of the genre often relies on a dichotomy between monstrosity and normality, in which unearthly creatures and deranged killers are metaphors for society's fear of the ""others"" that threaten the ""normal."" The monstrous other might represent women, Jews, or Blacks, as well as Indigenous, queer, poor, elderly, or disabled people. The horror film's depiction of such minorities can be sympathetic to their exclusion or complicit in their oppression, but ultimately, these images are understood to stand in for the others that the majority dreads and marginalizes. Adam Lowenstein offers a new account of horror and why it matters for understanding social otherness. He argues that horror films reveal how the category of the other is not fixed. Instead, the genre captures ongoing metamorphoses across ""normal"" self and ""monstrous"" other. This ""transformative otherness"" confronts viewers with the other's experience--and challenges us to recognize that we are all vulnerable to becoming or being seen as the other. Instead of settling into comforting certainties regarding monstrosity and normality, horror exposes the ongoing struggle to acknowledge self and other as fundamentally intertwined. Horror Film and Otherness features new interpretations of landmark films by directors including Tobe Hooper, George A. Romero, John Carpenter, David Cronenberg, Stephanie Rothman, Jennifer Kent, Marina de Van, and Jordan Peele. Through close analysis of their engagement with different forms of otherness, this book provides new perspectives on horror's significance for culture, politics, and art.",http://books.google.co.in/books?id=Kh-8zgEACAAJ&dq=horror&hl=&source=gbs_api,fear
Folk Horror,"Dawn Keetley, Ruth Heholt",Fiction,"While the undisputed heyday of folk horror was Britain in the 1960s and 1970s, the genre has not only a rich cinematic and literary prehistory, but directors and novelists around the world have also been reinventing folk horror for the contemporary moment. This study sets out to rethink the assumptions that have guided critical writing on the genre in the face of such expansions, with chapters exploring a range of subjects from the fiction of E. F. Benson to Scooby-Doo, video games, and community engagement with the Lancashire witches. In looking beyond Britain, the essays collected here extend folk horror’s geographic terrain to map new conceptualisations of the genre now seen emerging from Italy, Ukraine, Thailand, Mexico and the Appalachian region of the US.",http://books.google.co.in/books?id=CPi6EAAAQBAJ&dq=horror&hl=&source=gbs_api,fear
Horror Unmasked,Brad Weismann,Performing Arts,"From the silent-film era to the blockbusters of today, Horror Unmasked is a fun-filled, highly illustrated dive into the past influences and present popularity of the horror film genre. The horror film’s pop-culture importance is undeniable, from its early influences to today’s most significant and exciting developments in the genre. Since 1990, the production of horror films has risen exponentially worldwide, resulting in impressive ticket sales in the modern day, not to mention how the genre has expanded into books, fashion, music, and other media throughout the world. Horror has long been the most popular film genre, and more horror movies have been made than any other kind. We need them. We need to be scared, to test ourselves, laugh inappropriately, scream, and flinch. We need to get through them and come out, blinking, still in one piece. This comprehensive guide features: A thorough discussion on monster movies and B-movies (The Thing; It Came from Outer Space; The Blob) The destruction of the American censorship system (Blood Feast; The Night of the Living Dead; The Texas Chainsaw Massacre) International horror, zombies, horror comedies, and horror in the new millennium (Matango; Suspiria; Ghostbusters) A dissection of the critical reception of modern horror (Neon Demon; Pan’s Labyrinth; Funny Games) Stunning movie posters and film stills, plus fan-made tributes to some of the most lauded horror franchises in the world (Aliens; the Evil Dead; The Hills Have Eyes; Scream) A perfect reference and informational book for horror fans and those interested in its cultural influence worldwide, Horror Unmasked provides a general introduction to the genre, serves as a guidebook to its film highlights, and celebrates its practitioners, trends, and stories.",https://play.google.com/store/books/details?id=oR2yEAAAQBAJ&source=gbs_api,fear
